All,Alle
"Add Date","Tilføj dato"
Unlock,"Lås op"
"Delete Image","Slet billede"
"All countries","Alle lande"
"Add New Customer Group","Tilføje nye kundegruppe"
"Save Customer Group","Gem kundegruppe"
"Delete Customer Group","Slet kundegruppe"
"New Customer Group","Ny kundegruppe"
"Edit Customer Group ""%1""","Rediger kundegruppe ""%1"""
"Group Information",Gruppeoplysninger
"Group Name",Gruppenavn
"Maximum length must be less then %1 characters.","Maksimumlængden skal være kortere end %1 tegn."
"Tax Class",Momsklasse
"Would you like to change the Customer Group for this order?","Vil du gerne ændre kundegruppen for denne ordre?"
"The VAT ID is valid.","CVR nummeret er gyldigt."
"The VAT ID entered (%s) is not a valid VAT ID.","Det indtastet CVR nummer (%s) er ikke et gyldigt CVR nummer."
"Validate VAT Number","Valider CVR-nummer"
"Date of Birth",Fødselsdag
"This confirmation key is invalid or has expired.","Denne bekræftelse nøgle er ugyldig eller er udløbet."
"There was an error confirming the account","Der opstod en fejl under bekræftelsen af kontoen"
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your shipping address for proper VAT calculation.","Hvis du er en registreret moms kunde klik <a href=""%1"">her</a> for at angive din leveringsadresse, så der kan laves en korrekt momsberegning."
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your billing address for proper VAT calculation.","Hvis du er en registreret moms kunde klik <a href=""%1"">her</a>, for at angive din faktureringssadresse så der kan laves en korrekt momsberegning."
"Thank you for registering with %1.","Tak for din registrering med %1."
"Please check your email for confirmation key.","Tjek venligst din e-mail for bekræftelse nøgle."
"This email does not require confirmation.","Denne e-mail kræver ikke bekræftelse."
"Wrong email.","Forkert e-mail."
"Your password reset link has expired.","Dit link til nulstilling af adgangskode er udløbet."
"We can't save the customer.","Vi kan ikke gemme kunden."
"Please make sure your passwords match.","Kontroller at dine adgangskoder stemmer overens."
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your shipping address for proper VAT calculation.","Hvis du er en registreret moms kunde klik <a href=""%1"">her</a> for at angive din leveringsadresse så der kan laves en korrekt momsberegning."
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your billing address for proper VAT calculation.","Hvis du er en registreret moms kunde klik <a href=""%1"">her</a> for at angive din faktureringssadresse så der kan laves en korrekt momsberegning."
"You saved the account information.","Du gemte kontooplysningerne."
"Password confirmation doesn't match entered password.","Kodeords bekræftelsen stemmer ikke overens med det indtastede kodeord."
"We're unable to send the password reset email.","Vi kan ikke sende password reset e-mail."
"Please enter your email.","Indtast venligst din e-mail."
"If there is an account associated with %1 you will receive an email with a link to reset your password.","Hvis der er en konto, der er knyttet til %1 vil du modtage en e-mail med et link for at nulstille din adgangskode."
"An unspecified error occurred. Please contact us for assistance.","Der opstod en uspecificeret fejl. Kontakt os for hjælp."
"A login and a password are required.","Der kræves et login og en adgangskode."
"New Password and Confirm New Password values didn't match.","Ny adgangskode og bekræft ny adgangskode værdier stemmer ikke overens."
"Please enter a new password.","Angiv en ny adgangskode."
"You updated your password.","Du har opdateret din adgangskode."
"Something went wrong while saving the new password.","Noget gik galt under lagringen af det nye adgangskode."
"You deleted the address.","Du har slettet adressen."
"You saved the address.","Du gemte adressen."
"We can't save the address.","Vi kan ikke gemme adressen."
"Something went wrong while saving file.","Noget gik galt under lagring af fil."
"You deleted the customer group.","Du har slettet kundegruppen."
"The customer group no longer exists.","Kundegruppen eksisterer ikke længere."
"New Group","Ny gruppe"
"New Customer Groups","Nye kundegrupper"
"Edit Group","Ret gruppe"
"Edit Customer Groups","Rediger kundegruppe"
"You saved the customer group.","Du gemte kundegruppen."
"Please select customer(s).","Vælg venligst kunde(r)."
"Customer could not be deleted.","Kunden kunne ikke slettes."
"You deleted the customer.","Du har slettet kunden."
"Something went wrong while editing the customer.","Noget gik galt under redigeringen af kunden."
"Manage Customers","Administrer kunder"
"The customer will receive an email with a link to reset password.","Kunden vil modtage en e-mail med et link til nulstilling af adgangskoden."
"Something went wrong while resetting customer password.","Noget gik galt under nulstilling af kundens kodeord."
"You saved the customer.","Du gemte kunden."
"Customer has been unlocked successfully.","Kunden er blevet låst op succesfuldt."
"Online Customers","Online kunder"
"Customers Now Online","Kunder online nu"
"Login successful.","Login succesfuld."
"The account is locked.","Kontoen er låst."
"Please enter a password with at most %1 characters.","Indtast en adgangskode med maximum %1 tegn."
"Minimum of different classes of characters in password is %1. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.","Minimum af forskellige klasser af tegn i adgangskoden er %1. Klasser af tegn: små bogstaver, store bogstaver, cifre og specialtegn."
"Reset password token expired.","Nulstil adgangskode grundet forældelse."
"""%1"" contains non-alphabetic or non-numeric characters.","""%1"" indeholder ikke-alfabetiske eller ikke-numeriske tegn."
"""%1"" contains non-numeric characters.","""%1"" indeholder ikke-numeriske tegn."
"""%1"" contains non-alphabetic characters.","""%1"" indeholder ikke-alfabetiske tegn."
"""%1"" is not a valid email address.","""%1"" er ikke en gyldig e-mailadresse."
"""%1"" is not a valid hostname.","""%1"" er ikke et gyldigt værtsnavn."
"""%1"" uses too many characters.","""%1"" bruger alt for mange tegn."
"'%value%' looks like an IP address, which is not an acceptable format.","'%value%' ligner en IP-adresse ikke er en acceptabel format."
"'%value%' looks like a DNS hostname but contains a dash in an invalid position.","'%value%' ligner en DNS-værtsnavn, men indeholder en bindestreg i en ugyldig placering."
"'%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'.","'%value%' ligner en DNS-værtsnavn, men vi kan ikke matche det mod hostname skema for TLD '%tld%'."
"'%value%' looks like a DNS hostname but cannot extract TLD part.","'%value%' ligner en DNS-værtsnavn, men kan ikke udtrække TLD del."
"'%value%' does not look like a valid local network name.","'%value%' ligner ikke en gyldig lokale netværksnavn."
"'%value%' looks like a local network name, which is not an acceptable format.","'%value%' ligner en lokale netværksnavn, der ikke er et acceptabelt format."
"'%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded.","'%value%' synes at være en DNS-værtsnavn, men givet punycode notation kan ikke afkodes."
"""%1"" is not a valid URL.","""%1"" er ikke en gyldig URL-adresse."
"""%1"" is not a valid date.","""%1"" er ikke en gyldig dato."
"""%1"" does not fit the entered date format.","""%1"" passer ikke det angivne datoformat."
"Please enter a valid date between %1 and %2 at %3.","Indtast en gyldig dato mellem %1 og %2 på %3."
"Please enter a valid date equal to or greater than %1 at %2.","Indtast en gyldig dato lig med eller større end %1 på %2."
"Please enter a valid date less than or equal to %1 at %2.","Indtast en gyldig dato, mindre end eller lig %1 på %2."
"""%1"" is not a valid file extension.","""%1"" er ikke en gyldig filendelse."
"""%1"" is not a valid file.","""%1"" er ikke en gyldig fil."
"""%1"" exceeds the allowed file size.","""%1"" overstiger den tilladte filstørrelse."
"""%1"" is not a valid image format.","""%1"" er ikke et gyldigt billedformat."
"""%1"" width exceeds allowed value of %2 px.","""%1"" bredde overstiger tilladte værdi af %2 px."
"""%1"" height exceeds allowed value of %2 px.","""%1"" højde overstiger tilladte værdi af %2 px."
"""%1"" length must be equal or greater than %2 characters.","""%1"" længde skal være lig med eller større end %2 tegn."
"""%1"" length must be equal or less than %2 characters.","""%1"" længde skal være lig eller mindre end %2 tegn."
"You can't delete group ""%1"".","Du kan ikke slette gruppen ""%1""."
"Customer Group already exists.","Kundegruppe findes allerede."
"Cannot delete group.","Kan ikke slette gruppen."
"Error during VAT Number verification.","Fejl under verifikation af CVR-nummer."
"PHP SOAP extension is required.","PHP SOAP udvidelse er påkrævet."
"VAT Number is valid.","CVR-nummeret er gyldigt."
"Please enter a valid VAT number.","Angiv et gyldigt CVR-nummer."
"Your VAT ID was successfully validated.","Dit CVR nummer er valideret succesfuldt."
"You will be charged tax.","Du vil blive opkrævet moms."
"You will not be charged tax.","Du vil ikke blive opkrævet moms."
"The VAT ID entered (%1) is not a valid VAT ID.","Det angivne CVR nummer (%1) er ikke et gyldigt CVR nummer."
"Your Tax ID cannot be validated.","Din moms-ID kan ikke valideres."
"If you believe this is an error, please contact us at %1","Hvis du mener dette er en fejl bedes du kontakte os på %1"
Male,Mand
Female,Kvinde
"Not Specified","Ikke angivet"
"Please enter the state/province.","Angiv stat/region."
Label,Etiket
Visitor,Besøgende
"Personal Information","Personlig informationer"
"Confirmed email:","Bekræftet e-mail:"
"Account Created:","Konto oprettet:"
"Account Created on (%1):","Konto oprettet på (%1):"
"Account Created in:","Konto oprettet i:"
"Customer Group:",Kundegruppe:
"Default Billing Address","Standard faktureringsadresse"
"Sales Statistics",Salgsstatistik
"Manage Addresses","Administrer adresser"
"Default Shipping Address","Standard leveringsadresse"
"Contact Information",Kontaktinformation
"Change Password","Skift kodeord"
Newsletters,Nyhedsbreve
"Default Addresses","Standard adresser"
"Change Billing Address","Skift faktureringsadresse"
"You have no default billing address in your address book.","Du har ingen standard faktureringsadresse."
"Change Shipping Address","Skift forsendelsesadresse"
"You have no default shipping address in your address book.","Du har ingen standard forsendelsesadresse i din adressebog."
"Street Address %1","Gade/vejnavn %1"
"It's a default billing address.","Det er en standard faktureringsadresse."
"Use as my default billing address","Brug som min standard faktureringsadresse"
"It's a default shipping address.","Det er en standard forsendelsesadresse."
"Use as my default shipping address","Brug som min standard forsendelsesadresse"
"Go back","Gå tilbage"
"Additional Address Entries","Yderligere adresser"
"Please enter your email below and we will send you the confirmation link.","Indtast venligst din e-mail adresse nedenfor og vi vil sende dig et bekræftelseslink."
"Send confirmation link","Send bekræftelseslink"
"Back to Sign In","Tilbage til log på"
"Change Email","Skift email"
"Change Email and Password","Skift e-mail og adgangskode"
"Current Password","Nuværende adgangskode"
"Password Strength","Styrken af adgangskoden"
"No Password","Ingen adgangskode"
"Confirm New Password","Bekræft ny adgangskode"
"Please enter your email address below to receive a password reset link.","Indtast din e-mail adresse nedenfor for at modtage et link til nulstilling af adgangskode."
"Reset My Password","Nulstil adgangskode"
"Registered Customers","Eksisterende kunde"
"If you have an account, sign in with your email address.","Hvis du har allerede har en konto, login med din email adresse."
"Subscription option",Abonnementsmulighed
"General Subscription","Generel abonnement"
"Sign Up for Newsletter","Tilmeld nyhedsbrev"
"Address Information",Adresseoplysninger
"Sign-in Information",Login-oplysninger
"Confirm Password","Bekræft kodeord"
"Set a New Password","Indtast nyt kodeord"
"You have signed out and will go to our homepage in 5 seconds.","Du har logget ud og vil automatisk gå til vores hjemmeside om 5 sekunder."
"This account is not confirmed. <a href=""%1"">Click here</a> to resend confirmation email.","Denne konto er ikke bekræftet. <a href=""%1"">klik her</a> for at sende bekræftelses e-mail."
